"id","guild","title","date","realm","region","faction"
fgTZhxJVNqvMA2L9,Return of the Empire,Core 1,2023-09-19 22:50:33.478,faerlina,us,horde
v4wmjWzPDLMr6HYg,Return of the Empire,core 1,2023-09-19 22:21:31.169,faerlina,us,horde
"1Kp7648xyVzQjThD",Toxic Behavior,ptr de ICC 25,2023-09-19 23:56:45.117,benediction,us,alliance
GkgbcBQ68PqthxZR,Teleton,Ulduar,2023-09-20 00:36:19.241,faerlina,us,horde
"19cByHTK3JGqxWPj",Teleton,Ulduar,2023-09-20 01:07:20.722,faerlina,us,horde
mHfBFAptXPLrK4Mn,Teleton,Ulduar,2023-09-20 01:09:51.165,faerlina,us,horde
Y7R3cLK2TajpnMmx,Teleton,Trial of the Crusader,2023-09-19 23:10:43.124,faerlina,us,horde
XMzVAGb8kxrvfFH6,Teleton,Trial of the Crusader,2023-09-19 23:16:29.275,faerlina,us,horde
mpbMXhn4LtrZN7wH,Teleton,Trial of the Crusader,2023-09-19 23:18:57.524,faerlina,us,horde
DrH2YbKqxLWCQnAv,P R O J E T O,Onyxia,2023-09-20 00:13:52.848,faerlina,us,horde
"7LKnXZPNqdV1Dt3p",P R O J E T O,TOGC25H,2023-09-19 21:51:50.196,faerlina,us,horde
pz7ndW2ZQJDBv1rw,DAMNATlON,ulduar,2023-09-20 23:19:16.362,faerlina,us,horde
"1r4TbMcZf8CkRwYQ",Posto Ipiranga,Week 14 ToGC 25 - Split 3,2023-09-21 01:38:30.163,faerlina,us,horde
JqMDWaYB7Pg4Kzm1,Posto Ipiranga,"14th Week - Split 2",2023-09-21 00:48:29.543,faerlina,us,horde
yZzYbFKCGnaqmg27,Posto Ipiranga,Week 14 - Split 1,2023-09-21 00:02:32.373,faerlina,us,horde
FvHG9nMTBVQ3x7a4,Gratz,"25m - split 1 (anub + algalon)",2023-09-20 21:25:00.997,faerlina,us,horde
b21YvhJgFkRMHTCp,Toxic Behavior,TOGC + ULDUAR 25,2023-09-20 23:53:20.741,benediction,us,alliance
MnkG4yBcPZVA7xKt,CORE B,Trial of the Crusader,2023-09-20 23:54:18.202,faerlina,us,horde
MH8XjKbhQzvqmBZ7,Confia,Ulduar,2023-09-21 00:32:30.520,faerlina,us,horde
V8pGhBJLDaCRnbvy,Confia,ToGC50/50,2023-09-20 23:32:09.026,faerlina,us,horde
w4ZV6K7JaQ1hXdrz,Confia,Trial of the Crusader,2023-09-20 23:14:03.715,faerlina,us,horde
H6KZ8QDAg2CdVf1t,Teleton,Trial of the Crusader,2023-09-21 01:06:11.575,faerlina,us,horde
"1WGan8kmJRPvtZB6",Teleton,Trial of the Crusader,2023-09-20 22:06:00.778,faerlina,us,horde
BXGqwgNxjvnh1RAt,Teleton,Trial of the Crusader,2023-09-20 22:14:51.004,faerlina,us,horde
fk1bLwW7G3pdNm6x,Long Live RocknRoll,Raid 1 Split,2023-09-21 01:45:38.353,faerlina,us,horde
dAnXZpcK683VTf4C,Long Live RocknRoll,ToC R1 Split,2023-09-21 02:03:46.184,faerlina,us,horde
PKRgHN4m27Z1yb8t,Long Live RocknRoll,ToC R1 Split,2023-09-21 01:51:51.794,faerlina,us,horde
bPTqjcd2XWkQZRKB,Long Live RocknRoll,Raid 1 ToC,2023-09-21 00:52:12.199,faerlina,us,horde
wMNADYxb6vr83WTK,INSS,TOC 25,2023-09-20 22:55:57.210,faerlina,us,horde
VgRNk3aWdwBJGX8Z,P R O J E T O,TOGC 25H ALT RUN,2023-09-20 22:58:07.774,faerlina,us,horde
R76kLcNqQAnZyr4w,Teleton,Trial of the Crusader,2023-09-20 23:34:55.570,faerlina,us,horde
XBb4RVnLK9yWGmZq,É Foda Bê,Trial of the Crusader,2023-09-22 00:30:50.805,benediction,us,alliance
jCxVFADNkRzqW6tn,É Foda Bê,Trial of the Crusader,2023-09-21 23:32:54.026,benediction,us,alliance
jMaVX4d6mr9tRLZn,É Foda Bê,Trial of the Crusader,2023-09-21 23:37:12.878,benediction,us,alliance
bPTn7JKgLwh4Gxar,DAMNATlON,toc25,2023-09-21 23:47:12.409,faerlina,us,horde
PwDAdna8QcTpqx27,Posto Ipiranga,ToGC 10m 5050,2023-09-22 02:01:44.550,faerlina,us,horde
mKY8FghxTtCrz6pf,Blood Fury,Split 2 21/09,2023-09-21 23:51:55.316,faerlina,us,horde
TwjgkRPtmCKHNXvG,Blood Fury,Split 1 21/09,2023-09-21 23:06:20.805,faerlina,us,horde
HadqfxQCn9Y4Gthm,Popcorn Lil Sacks,Trial of the Crusader,2023-09-21 22:52:29.267,faerlina,us,horde
DhKPHYqn4pJRzyd7,Popcorn Lil Sacks,Trial of the Crusader,2023-09-21 22:52:29.267,faerlina,us,horde
vPJLFQhY9KxcD68X,Return of the Empire,ULDUAR CORE 2,2023-09-22 00:15:16.507,faerlina,us,horde
P21mcGN8BQ3VThAr,Return of the Empire,CORE 2,2023-09-21 22:01:46.540,faerlina,us,horde
PxWBXFmg9NwR8bQC,Teleton,Trial of the Crusader,2023-09-21 23:22:29.249,faerlina,us,horde
M7cQZyJ813VkD2XK,Teleton,Trial of the Crusader,2023-09-21 22:11:43.418,faerlina,us,horde
"3PrvJWm8YBTVny4A",Teleton,TOC 10 HC,2023-09-21 22:20:16.970,faerlina,us,horde
kGYVM7ZJLgTt6BW1,Long Live RocknRoll,Raid 2 ToC CLEAN,2023-09-22 00:27:15.790,faerlina,us,horde
hKwQamZ7kfprYt4j,Long Live RocknRoll,Raid 2,2023-09-21 23:34:37.847,faerlina,us,horde
PbV4CHkD6AKWwMZF,INSS,ULDUAR 25,2023-09-21 23:31:59.750,faerlina,us,horde
abCwxqXRgBHNL6p9,Teleton,Trial of the Crusader,2023-09-23 00:03:53.376,faerlina,us,horde
T9Jc8BKxtdLYQCqP,Teleton,Trial of the Crusader,2023-09-23 00:01:57.155,faerlina,us,horde
ZfHGdz6NRXqxD42a,Teleton,Trial of the Crusader,2023-09-22 23:23:34.734,faerlina,us,horde
ycWZgn1CmafQzFqR,Teleton,Trial of the Crusader,2023-09-22 17:27:52.366,faerlina,us,horde
GzkZD39hLATqbKVt,U P D A T I N G,Trial of the Crusader,2023-09-23 17:03:41.011,faerlina,us,horde
jaJZDrVhRAf1qbgF,Teleton,TOGC 25N,2023-09-23 20:50:25.170,faerlina,us,horde
hyVX2QRATZJxfBgH,PAF,Raid X,2023-09-24 23:14:25.043,benediction,us,alliance
K4pzGRfqb2WkwBgv,PAF,Toc 25 X,2023-09-24 23:15:23.944,benediction,us,alliance
tHcNrv2P46MCKDdp,PAF,Raid Y,2023-09-24 21:41:33.117,benediction,us,alliance
Jj34wHhQ9D71VPpx,PAF,Toc 25 Y,2023-09-24 22:27:29.063,benediction,us,alliance
tjHgJhZRqwbn1Qay,U P D A T I N G,Raid bosta,2023-09-24 16:58:20.002,faerlina,us,horde
AzFxXCpLcrWaRb63,Confia,ToGC10 Alts,2023-09-24 23:28:14.522,faerlina,us,horde
HTthFvwDc9fg2C1M,Confia,ToGC10 Mains,2023-09-25 00:27:09.212,faerlina,us,horde
hzdTjnv7qgcaMFLy,Teleton,Ulduar,2023-09-24 22:19:57.250,faerlina,us,horde
ATczCDxkWHPqFmQw,Confia,Ulduarez,2023-09-25 23:29:03.976,faerlina,us,horde
Avwq3pcRL71XQygh,DAMNATlON,ptr1,2023-09-26 22:29:48.343,faerlina,us,horde
mw1p8JP6ZVqfgyWF,DAMNATlON,toc,2023-09-26 23:39:10.716,faerlina,us,horde
J6ZV7pcDgjm4G2vQ,PAF,Toc 25 Alts,2023-09-26 00:29:32.731,benediction,us,alliance
Yt4vzjygQP38dmLK,CangaceirøS,RAID25_TOC26092023,2023-09-27 01:20:06.207,faerlina,us,horde
TgKL68nkpBdhqvjM,CangaceirøS,RAID25_ULDUAR26092023,2023-09-26 23:56:28.967,faerlina,us,horde
fyBvHRNaTpJwCFcY,Return of the Empire,CORE 1,2023-09-26 22:45:54.893,faerlina,us,horde
wtb1vn4kaqKQBYy2,Return of the Empire,Trial of the Crusader,2023-09-26 22:39:43.685,faerlina,us,horde
n9hGrFqpkjV2JR1v,Toxic Behavior,PTR ICC 25,2023-09-26 23:29:38.062,benediction,us,alliance
wBxm6d8KXMLp4CQz,Teleton,Naxx / Sarth / Maly,2023-09-27 02:23:01.611,faerlina,us,horde
"18Yfv2FGzjdbhcHT",Teleton,Trial of the Crusader,2023-09-26 22:56:48.211,faerlina,us,horde
g1pK3dBaJH8RxTWq,Teleton,Trial of the Crusader,2023-09-26 22:57:53.502,faerlina,us,horde
"1LndBvqTtwMakWJ6",P R O J E T O,TOGC 25H,2023-09-26 23:05:16.395,faerlina,us,horde
Q4FvhfgyH7Y1CDkW,DAMNATlON,ptr2,2023-09-28 02:05:41.117,faerlina,us,horde
avG46D1yBXqjtpP7,DAMNATlON,ptr2,2023-09-27 00:45:02.333,faerlina,us,horde
dWkLXp3MByNgHwaG,DAMNATlON,toc2,2023-09-27 23:49:51.286,faerlina,us,horde
MLXVDJQG7j1yRhFA,CORE B,Unknown Zone,2023-09-28 01:32:55.409,faerlina,us,horde
kyBpb7MvPLArhTVn,Confia,Ulduar25,2023-09-27 23:37:13.831,faerlina,us,horde
ckMrYApVCmfqGB3P,Teleton,Trial of the Crusader,2023-09-27 22:02:37.069,faerlina,us,horde
GDhktX4jCwfncvFA,INSS,TOC 25,2023-09-27 22:56:17.814,faerlina,us,horde
WC1wLm3VGqhz4XbF,É Foda Bê,Trial of the Crusader,2023-09-28 23:41:14.408,benediction,us,alliance
KGDJtaqhPvgrBb7x,É Foda Bê,Trial of the Crusader,2023-09-28 23:20:20.371,benediction,us,alliance
fV1tHyLKnGX8cQNv,DAMNATlON,ptr3,2023-09-28 23:55:52.748,faerlina,us,horde
JnNL9dHvbX3mD48M,Toxic Behavior,togc 25 normal run,2023-09-29 01:56:38.660,benediction,us,alliance
"1VAwpbHKMhnCZzFm",U P D A T I N G,Trial of the Crusader,2023-09-28 22:19:27.560,faerlina,us,horde
n9QpHzaCYMVgJvkW,U P D A T I N G,Heroic Dungeons,2023-09-28 20:24:27.018,faerlina,us,horde
"7wH9ta6dWMqkFD1N",Teleton,Trial of the Crusader,2023-09-28 23:16:52.139,faerlina,us,horde
wYzJfbj3tcvAgR1Z,Teleton,Trial of the Crusader,2023-09-29 00:04:49.124,faerlina,us,horde
wDtmaJMXGd263YPV,Long Live RocknRoll,Toc r1S,2023-09-29 00:29:57.010,faerlina,us,horde
NVnb12BYZzTXLF8P,Long Live RocknRoll,ToC R1,2023-09-28 23:44:12.844,faerlina,us,horde
ArXp4wy29cfbPM1z,INSS,ANUB 25,2023-09-28 23:16:18.314,faerlina,us,horde
BVDvjK8dJH3zPXwx,Popcorn Lil Sacks,TOC 10M DO ESPANCO,2023-09-30 00:36:25.420,faerlina,us,horde
k1YwZT4rAyvVdFKx,Popcorn Lil Sacks,Trial of the Crusader,2023-09-28 22:53:21.207,faerlina,us,horde
ay9CrNzXkRmhJw8B,Toxic Behavior,togc 10 ,2023-09-30 01:30:51.295,benediction,us,alliance
jt6HQC4VL2YcTW8F,Teleton,Trial of the Crusader,2023-09-29 23:10:18.551,faerlina,us,horde
yJNBaLkYF63mfbcH,U P D A T I N G,Trial of the Crusader,2023-09-30 16:47:47.475,faerlina,us,horde
QPakmfFtgMbvyXBw,U P D A T I N G,Ulduar,2023-09-30 17:46:28.490,faerlina,us,horde
zDFCnfgL72XYc8kR,É Foda Bê,Trial of the Crusader,2023-10-02 00:50:57.792,benediction,us,alliance
xc6n9mYhJWyj4tM1,Blood Fury,Split 2 01/10,2023-10-02 00:24:03.194,faerlina,us,horde
"9tQaH1DAbvnyJKpP",Blood Fury,toc g1 pt1,2023-10-01 23:11:42.504,faerlina,us,horde
AchjxampK3wgrtfv,Blood Fury,toc g1 pt2,2023-10-01 23:37:16.098,faerlina,us,horde
yDCtvrNjFQRWa4M2,PAF,Toc 25 X,2023-10-01 23:15:03.601,benediction,us,alliance
X9mnyKq3W4frN6kQ,PAF,Toc 25 Y,2023-10-01 22:14:38.400,benediction,us,alliance
"1WaT2Zrc8wbkLmBR",U P D A T I N G,Heroic Dungeons,2023-10-01 14:34:00.693,faerlina,us,horde
qV43ptaADd2gYbhF,Confia,ToGC Alts,2023-10-01 23:38:22.634,faerlina,us,horde
wZ1LNnWT3kArQadj,Confia,ToGC Mains,2023-10-02 00:40:42.510,faerlina,us,horde
CKrHG2nVYgvqFdtQ,Teleton,Trial of the Crusader,2023-10-01 22:29:05.572,faerlina,us,horde
"3DbnhLARyG8KCTpX",DAMNATlON,toc,2023-10-03 23:56:14.422,faerlina,us,horde
cAFr61K9kyQqVhmw,Posto Ipiranga,parse run? kekw 16th week,2023-10-04 23:55:52.944,faerlina,us,horde
TxNdrGy1Ahk7RPq4,Posto Ipiranga,"16th week - split 2",2023-10-04 01:00:15.920,faerlina,us,horde
"2QvC7FyzPAatrhjm",Posto Ipiranga,toc split 1,2023-10-04 00:02:43.579,faerlina,us,horde
M1Y7CRjzdpL3F86G,Posto Ipiranga,Toc split 1,2023-10-04 00:19:43.524,faerlina,us,horde
NqFbVyPRv2AX3k6M,Posto Ipiranga,"15th Week - TOGC",2023-10-03 00:53:11.777,faerlina,us,horde
b6vxqL4yaB87AcFp,Posto Ipiranga,ToGC Split 1 week15,2023-10-02 23:59:27.175,faerlina,us,horde
MLxZ4wvRFnpW3Nt1,Blood Fury,Raid 2,2023-10-04 01:32:38.301,faerlina,us,horde
"1JBTwaCYcVFpj3kx",Blood Fury,Trial of the Crusader,2023-10-04 01:32:35.017,faerlina,us,horde
HL7hk28wAGCK1aqW,Blood Fury,Raid 1 03/10 ,2023-10-03 23:10:51.147,faerlina,us,horde
D4A69yWztrTVj8aK,Gratz,penultima ulduar dos infinitos fragmentos2,2023-10-04 21:45:33.506,faerlina,us,horde
bdXNcCA1z7mnHtQ9,Gratz,penultima ulduar dos infinitos fragmentos,2023-10-04 21:19:14.879,faerlina,us,horde
NRbcvyaVnD4wAxdz,Gratz,"25m - split 3 do timbow sem capa",2023-10-03 23:14:18.269,faerlina,us,horde
"6Xtxg7vjwcNAHDqr",Gratz,"25m - split 2",2023-10-03 22:25:00.955,faerlina,us,horde
rnwby6Vxz7fCkcgR,Gratz,"25m - split 1 do boa noite bruno",2023-10-03 21:15:17.088,faerlina,us,horde
kXMmYNQHA3hWnxfD,Gratz,"25m - split 2 do voltou a luz",2023-10-02 22:19:46.346,faerlina,us,horde
Q2YXFajz4MDNkBfp,Gratz,"25m - split 1 do estamos sem luz",2023-10-02 21:10:43.058,faerlina,us,horde
y3YXB7ZG84qtk9Fx,CangaceirøS,RAID_ULDUAR03102023,2023-10-04 01:27:35.534,faerlina,us,horde
rhDjN7YAqkWPBt4b,CangaceirøS,RAID25_03102023,2023-10-03 23:59:10.619,faerlina,us,horde
jp3xgqJTmFtGwaQh,Popcorn Lil Sacks,Trial of the Crusader,2023-10-03 22:54:09.265,faerlina,us,horde
NvQ3xLYyDtarJ1qR,Return of the Empire,A1,2023-10-04 08:55:35.321,faerlina,us,horde
DBx8WVt1c39nCQJ4,Return of the Empire,ACHIEV DA TRISTEZA - ULD,2023-10-03 23:46:40.813,faerlina,us,horde
qb3Ph2GdWBa64CxJ,Return of the Empire,CORE 1,2023-10-03 22:52:19.717,faerlina,us,horde
MbRrxWk7BjHzAJvN,Toxic Behavior,Togc 25 4/5,2023-10-04 22:21:02.488,benediction,us,alliance
GmwPybrT3QgH2cvt,Toxic Behavior,TOC 25m - 3/10,2023-10-03 23:56:39.222,benediction,us,alliance
AcdZtPgKmVQ7YJvC,CORE B,Trial of the Crusader,2023-10-04 23:43:58.030,faerlina,us,horde
BYbTmMLzcnDfaJ2Q,Confia,Ulduar,2023-10-04 23:28:41.638,faerlina,us,horde
Wb3K7pTL6xQfym8M,Confia,Ulduar,2023-10-03 00:38:11.309,faerlina,us,horde
bgTF63zLdhBRXCvH,Confia,ToGC Luk noob,2023-10-03 00:23:24.746,faerlina,us,horde
cZp4aCrXkv7MJzm9,Confia,ToGC Luk noob,2023-10-02 23:40:58.301,faerlina,us,horde
"1HTNVQBhaG8yb6rz",Teleton,Trial of the Crusader,2023-10-05 01:18:59.308,faerlina,us,horde
"1HzR9QJgpcfjm3xy",Teleton,Trial of the Crusader,2023-10-04 23:32:36.686,faerlina,us,horde
RMkqZazXKFHPmWrj,Teleton,Trial of the Crusader,2023-10-03 22:55:05.688,faerlina,us,horde
"7T14JhpdBWVjHcXL",Teleton,Trial of the Crusader,2023-10-03 22:57:15.364,faerlina,us,horde
k9qP4jHWZQBdDm1N,Long Live RocknRoll,Raid 2 ToC,2023-10-04 23:23:06.827,faerlina,us,horde
mZA71QaFCXfqBVgv,Long Live RocknRoll,Raid 1S ToC,2023-10-04 01:50:03.144,faerlina,us,horde
MvkXtjwnLb8zpHYD,Long Live RocknRoll,Raid 1 ToC,2023-10-04 00:52:38.888,faerlina,us,horde
MDqfP7agGwAZH3c1,É Foda Bê,Trial of the Crusader,2023-10-05 23:35:25.491,benediction,us,alliance
vQT6jwHqFC4MgJLZ,É Foda Bê,Trial of the Crusader,2023-10-05 23:33:59.788,benediction,us,alliance
W17FLtYjAZTP9hgk,Posto Ipiranga,Last 10m HC,2023-10-06 00:45:16.415,faerlina,us,horde
"2XCVjNpv8wBHTMky",CangaceirøS,ULDUAR_DA_FÉ_BONIFICADA,2023-10-05 23:53:46.049,faerlina,us,horde
"8QHRpN3JfFP6c9Xd",Toxic Behavior,TOGC 10m - 5/10,2023-10-06 00:22:36.293,benediction,us,alliance
AqaPL39zHtQpjbJR,Teleton,Trial of the Crusader,2023-10-05 23:01:52.645,faerlina,us,horde
QcPJnCrZbtNVmFTg,Teleton,TOC 25 HC,2023-10-05 22:56:45.114,faerlina,us,horde
Q9D8NV2XLa1rThMW,U P D A T I N G,Trial of the Crusader,2023-10-07 16:59:19.250,faerlina,us,horde
AWFxcrZptCBz1hJN,PAF,Raid Y,2023-10-08 23:15:12.064,benediction,us,alliance
Qg8jLJbNPVpWFxTf,PAF,Raid Y,2023-10-08 20:07:49.059,benediction,us,alliance
xvZyNqtHXzmJDp6d,PAF,Toc 25 Y,2023-10-08 23:15:11.413,benediction,us,alliance
gXVATP3Nrwxk2qdF,PAF,Toc 25 X,2023-10-08 22:26:43.887,benediction,us,alliance
AVJ4TqvnbwZXgYxF,U P D A T I N G,Trial of the Crusader,2023-10-08 17:44:15.129,faerlina,us,horde
TW4HzJwn2xhKYLM7,Confia,ToGC10,2023-10-08 23:17:02.448,faerlina,us,horde
jC1N9HVaZhfWGmbr,Teleton,Trial of the Crusader,2023-10-08 22:21:51.889,faerlina,us,horde
kHBDnAmGMJ7QqWN4,Teleton,Unknown Zone,2023-10-08 22:22:58.473,faerlina,us,horde
nTq7tMy61Jw9RNrW,P R O J E T O,TOGC 25H 4/5 GDKP,2023-10-09 00:25:08.418,faerlina,us,horde
V7wdjBpGA18D2TZr,É Foda Bê,Trial of the Crusader,2023-10-09 23:06:27.365,benediction,us,alliance
aThwPBLxYCc2bFQW,PAF,Obs 3 drake,2023-10-10 03:03:44.589,benediction,us,alliance
XTjyYtQ2VGgKZ8Hc,Confia,ToGC,2023-10-10 00:26:28.950,faerlina,us,horde
R6gxknMVfWdTLbCZ,Confia,Ulduar Val do Gottin,2023-10-09 23:31:01.918,faerlina,us,horde
